imdb_id,budget,revenue,original_title,director,genres,release_date,vote_count,vote_average,release_year
tt1470171,0,0,Abandoned,Michael Feifer,"['Drama', 'Mystery', 'Thriller']",2010-08-24,23,4.8,2010
tt1533013,0,63931,Beautiful Boy,Shawn Ku,['Drama'],2010-09-12,13,5.9,2010
tt1599351,0,0,Scooby-Doo! Abracadabra-Doo,Spike Brandt,"['Animation', 'Comedy', 'Family', 'Mystery']",2010-02-16,12,6.4,2010
tt1537481,0,0,Space Chimps 2: Zartog Strikes Back,John H. Williams,"['Animation', 'Family']",2010-05-26,17,5.0,2010
tt1400526,4400000,0,Lost Boys: The Thirst,Darlo Piana,"['Action', 'Adventure', 'Comedy']",2010-05-12,26,5.3,2010
tt1340773,0,10,Elektra Luxx,Sebastian Gutierrez,"['Action', 'Comedy', 'Drama']",2010-03-14,23,4.2,2010
tt1533084,0,0,The Traveler,Michael Oblowitz,"['Horror', 'Thriller']",2010-10-01,10,6.0,2010
tt1196340,10000000,55089,Inhale,Baltasar KormÃ¡kur,"['Drama', 'Action', 'Thriller']",2010-08-27,21,5.9,2010
tt1341167,967686,4270000,Four Lions,Chris Morris,"['Comedy', 'Crime', 'Drama']",2010-05-07,262,7.0,2010
tt0445054,0,0,Les 7 jours du talion,Daniel Grou,"['Drama', 'Horror', 'Thriller']",2010-06-22,23,6.3,2010
tt1418646,7347125,0,Beneath Hill 60,Jeremy Sims,"['Drama', 'History', 'War']",2010-04-15,28,7.6,2010
tt1694508,0,0,2010: Moby Dick,Trey Stokes,"['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction']",2010-11-23,17,2.5,2010
tt1233192,0,0,Brighton Rock,Rowan Joffe,"['Drama', 'Thriller', 'Crime']",2010-09-13,22,5.4,2010
tt1661099,0,0,X,Jon Hewitt,"['Action', 'Thriller', 'Romance']",2010-12-31,20,5.3,2010
tt1322306,0,0,Exorcismus,Manuel Carballo,"['Foreign', 'Horror', 'Thriller']",2010-12-29,24,5.5,2010
tt1196204,0,0,Cemetery Junction,Ricky Gervais|Stephen Merchant,"['Drama', 'Comedy']",2010-04-14,42,6.8,2010
tt1588412,0,0,Aziz Ansari: Intimate Moments for a Sensual Evening,Jason Woliner,['Comedy'],2010-01-19,14,6.4,2010
tt1703049,0,0,Gekijouban Trigun: Badlands Rumble,Satoshi Nishimura,"['Action', 'Comedy', 'Animation']",2010-04-02,15,7.7,2010
tt1396557,0,178174,Winnebago Man,Ben Steinbauer,"['Comedy', 'Documentary']",2010-07-09,13,6.0,2010
tt1209378,0,0,ExTerminators,John Inwood,"['Comedy', 'Drama']",2010-01-05,17,5.2,2010
tt1560970,0,0,NEDs,Peter Mullan,['Drama'],2010-10-08,24,6.5,2010
tt1754109,0,0,Les MisÃ©rables in Concert - The 25th Anniversary,Nick Morris,"['History', 'Music']",2010-10-03,13,7.7,2010
tt1828232,0,0,Life Cycles,Derek Frankowski,['Documentary'],2010-10-02,27,8.8,2010
tt1634013,0,0,"Montevideo, Bog te video!",Dragan BjelogrliÄ‡,"['Adventure', 'Drama', 'History', 'Romance']",2010-12-19,11,7.3,2010
tt1174693,2000000,0,The Four-Faced Liar,Jacob Chase,"['Comedy', 'Drama', 'Romance']",2010-01-01,10,5.2,2010
tt1356864,0,0,I'm Still Here,Casey Affleck,"['Music', 'Comedy', 'Drama']",2010-09-10,49,6.2,2010
tt1212454,0,1279,An Invisible Sign,Marilyn Agrelo,"['Family', 'Drama', 'Romance', 'Comedy']",2010-10-06,26,4.9,2010
tt1381505,0,0,Father of Invention,Trent Cooper,"['Comedy', 'Drama']",2010-02-14,23,4.9,2010
tt1268204,1500000,187716,Waste Land,Lucy Walker,"['Documentary', 'Foreign']",2010-01-24,23,7.8,2010
tt1805516,0,0,WikiRebels: The Documentary,Bosse Lindquist,['Documentary'],2010-12-12,12,7.0,2010
tt1361313,7000000,453079,The Extra Man,Shari Springer Berman|Robert Pulcini,['Comedy'],2010-08-01,18,5.9,2010
tt1637976,0,0,Cheerleader Camp,Mark Quod,"['Comedy', 'Drama']",2010-07-27,11,2.7,2010
tt1390535,0,0,The Final,Joey Stewart,"['Drama', 'Horror', 'Thriller']",2010-01-28,37,6.2,2010
tt1705773,0,0,Mega Shark vs. Crocosaurus,Christopher Ray,"['Action', 'Horror', 'Science Fiction']",2010-12-21,15,2.4,2010
tt1322385,0,0,Submarino,Thomas Vinterberg,"['Drama', 'Foreign']",2010-09-01,25,7.0,2010
tt1419950,0,0,Riverworld,Stuart Gillard,"['Drama', 'Science Fiction', 'Thriller']",2010-04-18,10,3.7,2010
tt1403988,4500000,123820,The Romantics,Galt Niederhoffer,"['Comedy', 'Drama', 'Romance']",2010-09-10,46,4.8,2010
tt0959329,2000000,0,Nine Dead,Chris Shadley,"['Crime', 'Drama', 'Horror', 'Thriller']",2010-01-01,43,5.2,2010
tt1611787,0,0,Wonders of the Solar System,Michael Lachmann|Paul Olding,['Documentary'],2010-08-04,10,5.1,2010
tt1691338,0,0,Robot Chicken: Star Wars Episode III,Chris McKay,"['Comedy', 'Science Fiction']",2010-12-19,16,6.2,2010
tt1580426,0,0,Repeaters,Carl Bessai,"['Science Fiction', 'Thriller', 'Drama']",2010-01-01,26,5.2,2010
tt1600701,0,0,Captifs,Yann Gozlan,"['Horror', 'Thriller']",2010-10-06,16,5.5,2010
tt1523267,5000000,0,Arctic Blast,Brian Trenchard-Smith,['Science Fiction'],2010-05-30,24,4.4,2010
tt1731767,0,0,Scooby-Doo! Camp Scare,Ethan Spaulding,"['Animation', 'Comedy', 'Family']",2010-09-14,11,6.9,2010
tt1563719,2300000,0,Hunt to Kill,Keoni Waxman,"['Action', 'Adventure', 'Thriller']",2010-11-06,18,5.1,2010
tt1571724,0,0,Bal,Semih KaplanoÄŸlu,['Drama'],2010-04-09,15,5.8,2010
tt1405500,0,37000000,For Colored Girls,Tyler Perry,['Drama'],2010-11-05,14,7.3,2010
tt1600058,0,0,The Cutting Edge: Fire & Ice,Stephen Herek,"['Drama', 'Romance']",2010-03-14,14,5.4,2010
tt1683970,0,0,Territories,Olivier Abbou,"['Thriller', 'Horror']",2010-10-19,13,5.9,2010
tt1937329,0,0,Slow Torture Puke Chamber,Lucifer Valentine,['Horror'],2010-07-27,11,2.4,2010
tt1438216,0,0,Oranges and Sunshine,Jim Loach,['Drama'],2010-10-08,15,6.0,2010
tt1566648,0,0,Waiting for 'Superman',Davis Guggenheim,['Documentary'],2010-09-24,26,6.9,2010
tt1740047,0,951179,The Trip,Michael Winterbottom,"['Comedy', 'Drama']",2010-09-01,61,7.1,2010
tt1298594,0,0,The Presence,Tom Provost,"['Drama', 'Horror', 'Thriller']",2010-08-04,13,4.3,2010
tt1572491,7000000,3218666,Balada triste de trompeta,Ãlex de la Iglesia,"['Drama', 'Action', 'Thriller', 'Foreign']",2010-12-17,44,6.2,2010
tt1558741,0,0,Comme les 5 doigts de la main,Alexandre Arcady,['Crime'],2010-04-28,21,5.8,2010
tt1341710,0,0,The Shrine,Jon Knautz,['Horror'],2010-10-14,24,5.5,2010
tt1223980,0,0,Zwart Water,Elbert van Strien,['Horror'],2010-03-11,10,5.8,2010
tt1486670,1300000,0,F,Johannes Roberts,"['Horror', 'Thriller']",2010-09-07,12,5.5,2010
tt1438534,0,0,Primal,Josh Reed,"['Horror', 'Thriller', 'Foreign']",2010-08-26,10,5.0,2010
tt1575539,0,0,Elena Undone,Nicole Conn,"['Drama', 'Romance']",2010-06-25,20,6.8,2010
tt1278469,0,0,Temple Grandin,Mick Jackson,['Drama'],2010-02-06,48,7.5,2010
tt1103273,0,10967,Peep World,Barry W. Blaustein,['Comedy'],2010-09-15,10,4.9,2010
tt1619880,0,0,Sharktopus,Declan O'Brien,"['Horror', 'Comedy', 'Science Fiction', 'Thriller']",2010-09-25,23,4.8,2010
tt1736313,0,0,Tick Tock Tale,Dean Wellins,['Animation'],2010-06-10,13,8.3,2010
tt1686039,12000000,0,Five Minarets in New York,Mahsun KÄ±rmÄ±zÄ±gÃ¼l,['Drama'],2010-03-09,18,6.6,2010
tt1604900,0,0,è‰‹èˆº,Doze Niu Cheng-Tse,['Thriller'],2010-02-05,13,6.6,2010
tt1518812,0,876302,Meek's Cutoff,Kelly Reichardt,"['Drama', 'Western']",2010-09-05,39,6.3,2010
tt1341341,0,22270,Ceremony,Max Winkler,"['Comedy', 'Romance']",2010-10-08,10,5.7,2010
tt1859438,0,0,à¸ªà¸´à¹ˆà¸‡à¹€à¸¥à¹‡à¸à¹€à¸¥à¹‡à¸à¸—à¸µà¹ˆà¹€à¸£à¸µà¸¢à¸à¸§à¹ˆà¸²...à¸£à¸±à¸,Puttipong Pormsaka Na-Sakonnakorn|Wasin Pokpong,"['Comedy', 'Romance']",2010-08-12,27,7.6,2010
tt1320296,0,0,Shank,Mo Ali,"['Action', 'Drama', 'Thriller']",2010-08-21,16,5.2,2010
tt1467388,0,0,Astral City: A Spiritual Journey,Wagner de Assis,['Drama'],2010-05-10,12,6.5,2010
tt1371155,7200000,0,Made in Dagenham,Nigel Cole,"['Comedy', 'Drama', 'History']",2010-09-11,52,6.7,2010
tt1386925,0,0,The Dead,Howard J. Ford|Jonathan Ford,"['Horror', 'Action', 'Thriller', 'Science Fiction']",2010-08-30,31,5.3,2010
tt1587807,0,0,Mega Piranha,Eric Forsberg,"['Action', 'Adventure', 'Horror', 'Science Fiction']",2010-04-10,26,2.8,2010
tt1754374,0,0,Prep & Landing Stocking Stuffer: Operation: Secret Santa,Kevin Deters|Stevie Wermers,"['Animation', 'Family']",2010-12-07,13,6.7,2010
tt1407084,0,0,Twelve,Joel Schumacher,"['Thriller', 'Drama', 'Action', 'Crime']",2010-07-30,56,5.9,2010
tt1672087,0,0,Mortal Kombat: Rebirth,Kevin Tancharoen,['Action'],2010-06-08,20,7.2,2010
tt1401113,0,0,Dante's Inferno: An Animated Epic,ShukÅ Murase|Mike Disa|Victor Cook|Kim Sang-Jin|Jong-Sik Nam|Lee Seung-Gyu|Shuko Murase,"['Action', 'Adventure', 'Animation', 'Fantasy', 'Horror']",2010-02-09,40,6.0,2010
tt1340425,0,0,DMT: The Spirit Molecule,Mitch Schultz,['Documentary'],2010-10-15,12,6.2,2010
tt1148200,0,0,Chain Letter,Deon Taylor,"['Horror', 'Thriller']",2010-10-01,15,3.8,2010
tt1561768,3167000,0,Essential Killing,Jerzy Skolimowski,"['Thriller', 'War']",2010-09-06,17,5.7,2010
tt1533053,0,0,Is It Just Me?,J.C. Calciano,"['Drama', 'Comedy', 'Romance']",2010-01-15,11,6.3,2010
tt1545103,0,0,Rush: Beyond the Lighted Stage,Sam Dunn|Scot McFadyen,"['Documentary', 'Music']",2010-06-29,14,8.4,2010
tt1334553,0,14870,The Perfect Host,Nick Tomnay,"['Comedy', 'Thriller', 'Crime']",2010-07-01,47,5.8,2010
tt1232838,0,0,Triple Dog,Pascal Franchot,"['Drama', 'Thriller']",2010-05-10,20,6.1,2010
tt1563704,0,0,Legendary,Mel Damski,['Drama'],2010-09-09,12,6.6,2010
tt1391137,20000000,60072596,Why Did I Get Married Too?,Tyler Perry,"['Comedy', 'Romance']",2010-04-02,21,6.0,2010
tt1451423,0,0,The Boy Who Cried Werewolf,Eric Bross,"['Family', 'Fantasy', 'Horror', 'TV Movie']",2010-10-22,31,5.7,2010
tt1407927,0,0,180Â° South,Chris Malloy,"['Comedy', 'Documentary', 'Drama']",2010-02-10,12,6.0,2010
tt1337686,0,0,The Frankenstein Syndrome,Sean Tretta,"['Horror', 'Science Fiction']",2010-10-01,12,4.8,2010
tt1658851,0,0,Toast,S.J. Clarkson,"['Drama', 'Comedy', 'History', 'Family']",2010-12-30,44,6.1,2010
tt1220634,60000000,296221663,Resident Evil: Afterlife,Paul W.S. Anderson,"['Action', 'Adventure', 'Horror', 'Science Fiction']",2010-09-09,882,5.8,2010
tt1300159,300000,0,Growth,Gabriel Cowan,"['Horror', 'Science Fiction', 'Thriller']",2010-01-29,11,4.9,2010
tt1322354,0,0,ProtÃ©ger et servir,Eric Lavaine,['Comedy'],2010-01-22,11,5.0,2010
tt1666642,0,0,Revenge of the Bridesmaids,James Hayman,"['Comedy', 'Romance']",2010-07-18,48,5.9,2010
tt1247667,0,0,High School,John Stalberg,['Comedy'],2010-06-03,26,5.0,2010
tt1534085,1100000,0,Beyond the Black Rainbow,Panos Cosmatos,"['Fantasy', 'Science Fiction', 'Horror']",2010-12-03,30,5.3,2010
tt1307861,0,0,American Grindhouse,Elijah Drenner,"['Documentary', 'History']",2010-03-13,10,6.0,2010
tt1188113,0,0,Peacock,Michael Lander,"['Mystery', 'Thriller']",2010-04-20,22,6.2,2010
tt1020938,0,0,BÃ©bÃ©s,Thomas BalmÃ¨s,['Documentary'],2010-05-07,36,7.2,2010
tt1319722,0,0,A Little Help,Michael J. Weithorn,"['Comedy', 'Drama', 'Romance']",2010-07-22,13,5.2,2010
tt1462054,0,0,Letters to God,David Nixon|Patrick Doughtie,"['Action', 'Drama', 'Family', 'Thriller']",2010-04-09,24,6.7,2010
tt1592503,0,0,Alien vs. Ninja,Seiji Chiba,"['Horror', 'Action', 'Thriller', 'Science Fiction']",2010-07-03,17,3.5,2010
tt1403144,0,0,Cosa voglio di piÃ¹,Silvio Soldini,"['Drama', 'Romance', 'Foreign', 'Comedy']",2010-04-30,13,4.9,2010
tt1453245,2400000,0,Devil's Playground,Mark McQueen,"['Horror', 'Action']",2010-08-21,13,4.8,2010
tt1235830,0,0,Chico & Rita,Tono Errando|Javier Mariscal|Fernando Trueba,"['Animation', 'Music', 'Romance']",2010-11-19,31,6.4,2010
tt1571409,0,0,Parked,Darragh Byrne,['Drama'],2010-09-01,10,5.6,2010
tt1452628,10000000,1068682,Vanishing on 7th Street,Brad Anderson,"['Drama', 'Horror', 'Thriller']",2010-09-11,83,4.8,2010
tt1684928,0,0,Te presento a Laura,Fez Ortega,"['Romance', 'Comedy', 'Drama']",2010-10-29,11,6.6,2010
tt1482989,0,0,Li Xiao Long,Manfred Wong|Raymond Yip Wai-Man,['Drama'],2010-11-25,10,6.5,2010
tt1906518,0,0,Yes or No: à¸­à¸¢à¸²à¸à¸£à¸±à¸ à¸à¹‡à¸£à¸±à¸à¹€à¸¥à¸¢,Saratswadee Wongsomphet,"['Comedy', 'Romance']",2010-12-16,13,7.8,2010
tt1093906,3000000,0,The Rig,Peter Atencio,"['Action', 'Horror', 'Science Fiction', 'Thriller']",2010-10-05,16,4.1,2010
tt1307858,0,0,All About Evil,Joshua Grannell,['Horror'],2010-05-01,10,5.4,2010
tt1143896,0,0,Holy Rollers,Kevin Asch,"['Crime', 'Drama', 'Thriller']",2010-05-21,17,6.1,2010
tt1578261,0,427628,Break Ke Baad,Danish Aslam,"['Drama', 'Comedy', 'Romance', 'Foreign']",2010-11-26,11,6.0,2010
tt1558250,0,0,Gasland,Josh Fox,['Documentary'],2010-01-24,22,7.0,2010
tt1227378,0,0,"Fat, Sick & Nearly Dead",Joe Cross|Kurt Engfehr,['Documentary'],2010-04-16,36,7.2,2010
tt2700330,0,0,The Two Escobars,Jeff Zimbalist|Michael Zimbalist,"['Crime', 'Documentary']",2010-06-22,12,7.5,2010
tt1534084,0,0,600 kilos d'or pur,Ã‰ric Besnard,['Adventure'],2010-03-07,10,5.1,2010
tt1663680,0,0,The Encounter,David A.R. White,"['Drama', 'Family']",2010-05-03,11,4.9,2010
tt1316037,0,0,Birdemic: Shock and Terror,James Nguyen,"['Horror', 'Science Fiction']",2010-02-27,30,2.1,2010
tt1714196,0,0,Kevin Hart: Seriously Funny,Shannon Hartman,['Comedy'],2010-07-20,37,7.7,2010
tt1426320,0,5980,BearCity,Douglas Langway,"['Comedy', 'Romance']",2010-06-08,10,5.5,2010
tt1703938,0,0,ê³ ì‚¬ ë‘ ë²ˆì§¸ ì´ì•¼ê¸°: êµìƒì‹¤ìŠµ,Seon-dong Yu,['Horror'],2010-07-28,13,5.2,2010
tt1396208,10000000,5000000,Action Replayy,Vipul Amrutlal Shah,"['Drama', 'Comedy', 'Romance', 'Foreign']",2010-11-05,11,4.9,2010
tt1185412,1250000,0,Veer,Anil Sharma,"['Action', 'Foreign']",2010-01-22,12,5.0,2010
tt1699746,0,0,Christmas Cupid,Gil Junger,"['TV Movie', 'Fantasy', 'Comedy', 'Romance', 'Family']",2010-12-12,33,5.1,2010
tt1395054,10,0,Once Upon a Time in Mumbaai,Milan Luthria,"['Drama', 'Thriller', 'Crime']",2010-07-30,13,7.0,2010
tt1376451,0,0,Une Petite zone de turbulences,Alfred Lot,['Comedy'],2010-01-12,10,5.5,2010
tt1546036,0,0,The Drawn Together Movie: The Movie!,Greg Franklin,"['Animation', 'Comedy']",2010-04-20,23,6.7,2010
tt1595842,0,0,FRED: The Movie,Clay Weiner,"['Comedy', 'Family']",2010-09-18,17,3.9,2010
tt1712573,0,0,Strapped,Joseph Graham,['Drama'],2010-09-24,11,4.4,2010
tt1236472,0,0,Lemmy,Greg Olliver|Wes Orshoski,"['Music', 'Documentary']",2010-03-15,21,6.9,2010
tt1028576,35000000,60251371,Secretariat,Randall Wallace,['Drama'],2010-08-20,52,6.6,2010
tt1468387,0,0,What if...,Dallas Jenkins,"['Drama', 'Comedy', 'Romance', 'Family']",2010-08-20,13,6.5,2010
tt1621444,0,1339650,Bill Cunningham New York,Richard Press,['Documentary'],2010-03-24,16,8.1,2010
tt1663633,0,0,DC Showcase: Green Arrow,Joaquim Dos Santos,"['Animation', 'Adventure']",2010-09-28,19,7.3,2010
tt1667838,0,0,I Hate Luv Storys,Punit Malhotra,"['Drama', 'Comedy', 'Romance', 'Foreign']",2010-07-02,27,6.6,2010
tt1704619,0,0,Tabloid,Errol Morris,['Documentary'],2010-10-01,24,6.3,2010
tt1510985,0,0,Never Sleep Again: The Elm Street Legacy,Daniel Farrands|Andrew Kasch,['Documentary'],2010-05-04,15,7.1,2010
tt1421373,0,0,Louis C.K.: Hilarious,Louis C.K.,['Comedy'],2010-01-26,37,7.9,2010
tt1827378,0,0,Burakku Rokku ShÅ«tÄ,Shinobu Yoshioka,"['Action', 'Animation', 'Drama', 'Fantasy', 'Thriller']",2010-07-24,11,6.4,2010
tt1595473,5000,0,The American Matrix - Age Of Deception,B.A. Brooks,['Documentary'],2010-01-01,11,4.1,2010
tt1560139,3,43,Boy,Taika Waititi,"['Drama', 'Comedy']",2010-02-14,26,7.3,2010
tt1277936,0,35456,Cropsey,Joshua Zeman|Barbara Brancaccio,"['Documentary', 'Horror']",2010-04-29,31,6.1,2010
tt1718801,0,0,Il reste du jambon ?,Anne Depetrini,['Comedy'],2010-10-27,19,4.7,2010
tt1571404,0,0,I'm Here,Spike Jonze,['Drama'],2010-03-01,28,7.4,2010
tt1617620,0,0,A Horrible Way to Die,Adam Wingard,"['Horror', 'Thriller']",2010-09-14,12,4.7,2010
tt1194612,900000,0,Into Eternity,Michael Madsen,['Documentary'],2010-11-12,15,7.6,2010
tt1054677,0,0,As Melhores Coisas do Mundo,LaÃ­s Bodanzky,['Comedy'],2010-05-22,10,6.4,2010
tt1568150,0,0,Joan Rivers: A Piece of Work,Ricki Stern|Anne Sundberg,['Documentary'],2010-01-25,10,6.5,2010
tt1572168,0,0,æ’•ç¥¨é¢¨é›²,Venus Keung Kwok-Man|Wong Jing,"['Action', 'Thriller']",2010-01-07,12,6.4,2010
tt0137523,63000000,100853753,Fight Club,David Fincher,['Drama'],1999-10-14,5923,8.1,1999
tt0133093,63000000,463517383,The Matrix,Lilly Wachowski|Lana Wachowski,"['Action', 'Science Fiction']",1999-03-30,6351,7.8,1999
tt0169547,15000000,356296601,American Beauty,Sam Mendes,['Drama'],1999-09-15,1756,7.7,1999
tt0120915,115000000,924317558,Star Wars: Episode I - The Phantom Menace,George Lucas,"['Adventure', 'Action', 'Science Fiction']",1999-05-19,2823,6.3,1999
tt0120616,80000000,415885488,The Mummy,Stephen Sommers,"['Adventure', 'Fantasy', 'Horror', 'Action', 'Thriller']",1999-05-06,1562,6.3,1999
tt0120689,60000000,284600000,The Green Mile,Frank Darabont,"['Fantasy', 'Drama', 'Crime']",1999-12-10,2299,8.0,1999
tt0167404,40000000,672806292,The Sixth Sense,M. Night Shyamalan,"['Mystery', 'Thriller', 'Drama']",1999-08-02,1753,7.5,1999
tt0143145,135000000,361832400,The World Is Not Enough,Michael Apted,"['Adventure', 'Action', 'Thriller']",1999-11-08,509,6.0,1999
tt0139134,10500000,75902208,Cruel Intentions,Roger Kumble,"['Drama', 'Romance', 'Thriller']",1999-03-05,505,6.5,1999
tt0162661,100000000,206071502,Sleepy Hollow,Tim Burton,"['Drama', 'Fantasy', 'Thriller', 'Mystery']",1999-11-18,932,6.7,1999
tt0120855,0,0,Tarzan,Chris Buck|Kevin Lima,"['Adventure', 'Animation', 'Drama', 'Family']",1999-06-18,912,6.9,1999
tt0163651,11000000,235483004,American Pie,Paul Weitz|Chris Weitz,"['Comedy', 'Romance']",1999-07-09,1405,6.4,1999
tt0137494,66000000,212404396,Entrapment,Jon Amiel,"['Romance', 'Drama', 'Mystery']",1999-04-30,355,5.9,1999
tt0120363,90000000,485015179,Toy Story 2,John Lasseter|Lee Unkrich|Ash Brannon,"['Animation', 'Comedy', 'Family']",1999-10-30,2272,7.2,1999
tt0147800,16000000,53478166,10 Things I Hate About You,Gil Junger,"['Comedy', 'Romance', 'Drama']",1999-03-30,947,7.2,1999
tt0125439,42000000,363889678,Notting Hill,Roger Michell,['Comedy'],1999-05-13,688,6.8,1999
tt0145660,33000000,310940086,Austin Powers: The Spy Who Shagged Me,Jay Roach,"['Crime', 'Adventure', 'Action', 'Comedy', 'Science Fiction']",1999-06-08,583,6.0,1999
tt0171804,2000000,11540607,Boys Don't Cry,Kimberly Peirce,"['Crime', 'Drama']",1999-09-02,170,7.0,1999
tt0140352,90000000,60289912,The Insider,Michael Mann,"['Drama', 'Thriller']",1999-10-28,249,7.1,1999
tt0177789,45000000,90683916,Galaxy Quest,Dean Parisot,"['Comedy', 'Family', 'Science Fiction']",1999-12-23,406,6.6,1999
tt0120663,65000000,162091208,Eyes Wide Shut,Stanley Kubrick,['Drama'],1999-07-14,623,6.8,1999
tt0120601,13000000,22863596,Being John Malkovich,Spike Jonze,"['Fantasy', 'Drama', 'Comedy']",1999-09-30,607,7.1,1999
tt0122933,80000000,176885658,Analyze This,Harold Ramis,"['Comedy', 'Crime']",1999-03-05,260,6.3,1999
tt0164912,133000000,300135367,Stuart Little,Rob Minkoff,['Fantasy'],1999-12-17,502,5.6,1999
tt0145681,73000000,151493655,The Bone Collector,Phillip Noyce,"['Drama', 'Mystery', 'Thriller', 'Crime']",1999-11-01,463,6.5,1999
tt0120891,170000000,222104681,Wild Wild West,Barry Sonnenfeld,"['Action', 'Adventure', 'Comedy', 'Drama', 'Science Fiction']",1999-06-29,626,5.2,1999
tt0120657,160000000,61698899,The 13th Warrior,John McTiernan,"['Adventure', 'Fantasy', 'Action']",1999-08-27,275,6.2,1999
tt0146675,100000000,211989043,End of Days,Peter Hyams,"['Action', 'Fantasy', 'Horror', 'Mystery']",1999-11-23,247,5.4,1999
tt0124315,24000000,88545092,The Cider House Rules,Lasse HallstrÃ¶m,['Drama'],1999-12-17,145,6.6,1999
tt0129167,70000000,23159305,The Iron Giant,Brad Bird,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",1999-08-06,877,7.5,1999
tt0149261,60000000,73648228,Deep Blue Sea,Renny Harlin,"['Horror', 'Action', 'Thriller', 'Science Fiction']",1999-07-27,336,5.5,1999
tt0158983,21000000,0,"South Park: Bigger, Longer & Uncut",Trey Parker,"['Animation', 'Comedy', 'Music']",1999-06-30,579,7.0,1999
tt0120784,90000000,161626121,Payback,Paul Abascal|Brian Helgeland,"['Drama', 'Action', 'Thriller', 'Crime']",1999-02-04,305,6.5,1999
tt0163187,70000000,309457509,Runaway Bride,Garry Marshall,"['Comedy', 'Romance']",1999-07-30,253,5.7,1999
tt0160862,10000000,103166989,She's All That,Robert Iscove,"['Comedy', 'Romance']",1999-01-29,248,5.6,1999
tt0150377,70000000,177841558,Double Jeopardy,Bruce Beresford,"['Drama', 'Mystery', 'Thriller', 'Crime']",1999-09-24,144,6.1,1999
tt0144117,6000000,30471,The Boondock Saints,Troy Duffy,"['Action', 'Thriller', 'Crime']",1999-01-22,521,7.1,1999
tt0151804,10000000,12827813,Office Space,Mike Judge,"['Comedy', 'Crime']",1999-02-19,669,7.3,1999
tt0159097,6000000,10409377,The Virgin Suicides,Sofia Coppola,"['Drama', 'Romance']",1999-04-21,460,7.0,1999
tt0182789,100000000,93700000,Bicentennial Man,Chris Columbus,"['Comedy', 'Science Fiction']",1999-12-17,538,6.7,1999
tt0185937,25000,248000000,The Blair Witch Project,Daniel Myrick|Eduardo SÃ¡nchez,"['Horror', 'Mystery']",1999-07-14,522,6.3,1999
tt0142688,38000000,58401898,The Ninth Gate,Roman Polanski,"['Horror', 'Mystery', 'Thriller']",1999-08-24,384,6.2,1999
tt0174856,50000000,73956241,The Hurricane,Norman Jewison,['Drama'],1999-09-17,226,7.3,1999
tt0139809,16000000,18564088,The Thirteenth Floor,Josef Rusnak,"['Thriller', 'Science Fiction', 'Mystery']",1999-04-16,189,6.5,1999
tt0142342,34200000,234801895,Big Daddy,Dennis Dugan,"['Comedy', 'Drama']",1999-06-25,479,6.2,1999
tt0163988,32000000,0,Bringing Out the Dead,Martin Scorsese,"['Drama', 'Thriller']",1999-10-22,102,6.5,1999
tt0134273,40000000,96618699,8MM,Joel Schumacher,"['Thriller', 'Crime', 'Mystery']",1999-02-25,248,6.0,1999
tt0120655,10000000,30652890,Dogma,Kevin Smith,"['Fantasy', 'Comedy', 'Adventure']",1999-11-12,472,6.6,1999
tt0172493,40000000,0,"Girl, Interrupted",James Mangold,['Drama'],1999-12-21,376,7.5,1999
tt0238414,0,0,Mickey's Once Upon a Christmas,Jun Falkenstein|Bradley Raymond|Toby Shelton|Bill Speers,"['Animation', 'Family', 'Comedy']",1999-12-07,57,6.6,1999
tt0171363,80000000,91188905,The Haunting,Jan de Bont,"['Horror', 'Thriller', 'Fantasy', 'Mystery']",1999-07-23,178,5.3,1999
tt0141098,75000000,93888180,Forces of Nature,Bronwen Hughes,['Comedy'],1999-03-12,81,5.2,1999
tt0124298,35000000,40263020,Blast from the Past,Hugh Wilson,"['Comedy', 'Romance']",1999-02-12,114,6.2,1999
tt0131369,80000000,0,Edtv,Ron Howard,['Comedy'],1999-03-26,69,5.4,1999
tt0139462,80000000,118880016,Message in a Bottle,Luis Mandoki,['Drama'],1999-02-22,112,5.7,1999
tt0144214,60000000,149705852,The General's Daughter,Simon West,"['Crime', 'Drama', 'Mystery', 'Thriller']",1999-06-18,103,5.9,1999
tt0145531,29000000,50041732,Stigmata,Rupert Wainwright,"['Horror', 'Thriller']",1999-09-10,103,5.8,1999
tt0164181,12000000,21133087,Stir of Echoes,David Koepp,"['Horror', 'Mystery', 'Thriller']",1999-09-10,155,6.3,1999
tt0126886,0,0,Election,Alexander Payne,['Comedy'],1999-04-23,137,6.5,1999
tt0141369,75000000,0,Inspector Gadget,David Kellogg,"['Action', 'Adventure', 'Comedy', 'Family']",1999-07-23,171,4.3,1999
tt0175880,37000000,48451803,Magnolia,Paul Thomas Anderson,['Drama'],1999-12-08,430,7.3,1999
tt0120596,51000000,36911617,The Bachelor,Gary Sinyor,['Comedy'],1999-11-05,46,4.5,1999
tt0120458,75000000,14010690,Virus,John Bruno,"['Horror', 'Action', 'Science Fiction']",1999-01-14,60,4.9,1999
tt0134119,40000000,128798265,The Talented Mr. Ripley,Anthony Minghella,"['Thriller', 'Crime', 'Drama']",1999-12-25,435,6.9,1999
